symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
VOO,2013-05-14,75.64,75.71,74.95,74.97,725935,132.1332944746,132.2555754188,130.9279537397,130.9628911524,362967,0.0,1.0
VOO,2013-05-15,76.07,76.22,75.52,75.55,1414081,132.8844488457,133.1464794402,131.923669999,131.9760761179,707040,0.0,1.0
VOO,2013-05-16,75.72,76.17,75.61,75.93,1353271,132.2730441251,133.0591359087,132.0808883557,132.6398869574,676635,0.0,1.0
VOO,2013-05-17,76.44,76.4898,75.91,76.01,1321418,133.5307909789,133.6177851363,132.6049495448,132.7796366078,660709,0.0,1.0
VOO,2013-05-20,76.44,76.748,76.306,76.38,1330825,133.5307909789,134.068827133,133.2967103144,133.425978741,665412,0.0,1.0
VOO,2013-05-21,76.54,76.84,76.26,76.53,962333,133.7054780419,134.229539231,133.2163542654,133.6880093356,481166,0.0,1.0
VOO,2013-05-22,76.03,77.426,75.6515,76.66,1956098,132.8145740205,135.2532054203,132.1533834869,133.9151025175,978049,0.0,1.0
VOO,2013-05-23,75.76,75.96,75.07,75.17,2269337,132.3429189503,132.6922930763,131.1375782154,131.3122652784,1134668,0.0,1.0
VOO,2013-05-24,75.66,75.7,75.1,75.3,1369585,132.1682318872,132.2381067125,131.1899843343,131.5393584603,684792,0.0,1.0
VOO,2013-05-28,76.2,76.84,75.94,76.57,1133596,133.1115420276,134.229539231,132.6573556637,133.7578841608,566798,0.0,1.0
VOO,2013-05-29,75.62,75.92,75.26,75.75,1762330,132.098357062,132.6224182511,131.4694836351,132.325450244,881165,0.0,1.0
VOO,2013-05-30,75.95,76.29,75.68,75.71,889537,132.67482437,133.2687603843,132.2031692999,132.2555754188,444768,0.0,1.0
VOO,2013-05-31,74.84,76.14,74.75,75.74,1629595,130.7357979704,133.0067297898,130.5785796137,132.3079815377,814797,0.0,1.0
VOO,2013-06-03,75.23,75.3,74.48,75.03,2004465,131.4170775162,131.5393584603,130.1069245435,131.0677033902,1002232,0.0,1.0
VOO,2013-06-04,75.0,75.61,74.52,75.29,2379914,131.0152972713,132.0808883557,130.1767993687,131.521889754,1189957,0.0,1.0
VOO,2013-06-05,73.85,74.82,73.79,74.69,2244568,129.0063960464,130.7008605578,128.9015838086,130.4737673759,1122284,0.0,1.0
VOO,2013-06-06,74.43,74.49,73.38,73.83,2344919,130.019581012,130.1243932498,128.1853668502,128.9714586338,1172459,0.0,1.0
VOO,2013-06-07,75.47,75.53,74.71,75.04,2929278,131.8363264675,131.9411387053,130.5087047885,131.0851720965,1464639,0.0,1.0
VOO,2013-06-10,75.44,75.73,75.27,75.73,3682497,131.7839203486,132.2905128314,131.4869523414,132.2905128314,1841248,0.0,1.0
VOO,2013-06-11,74.67,75.34,74.49,74.76,3005571,130.4388299633,131.6092332856,130.1243932498,130.59604832,1502785,0.0,1.0
VOO,2013-06-12,74.09,75.26,74.0,75.21,2116771,129.4256449977,131.4694836351,129.268426641,131.3821401036,1058385,0.0,1.0
VOO,2013-06-13,75.16,75.3,73.86,74.01,2560203,131.2947965721,131.5393584603,129.0238647527,129.2858953473,1280101,0.0,1.0
VOO,2013-06-14,74.7,75.386,74.58,75.09,2345281,130.4912360822,131.6895893345,130.2816116065,131.172515628,1172640,0.0,1.0
VOO,2013-06-17,75.3,75.64,74.89,75.24,2096200,131.5393584603,132.1332944746,130.8231415019,131.4345462225,1048100,0.0,1.0
VOO,2013-06-18,75.88,76.0,75.3497,75.35,2066545,132.5525434259,132.7621679015,131.6261779307,131.6267019919,1033272,0.0,1.0
VOO,2013-06-19,74.87,75.97,74.83,75.84,1981878,130.7882040893,132.7097617826,130.7183292641,132.4826686007,990939,0.0,1.0
VOO,2013-06-20,72.97,74.22,72.7828,74.11,3372369,127.4691498918,129.6527381796,127.1421357098,129.4605824103,1686184,0.0,1.0
VOO,2013-06-21,73.2,73.55,72.49,73.48,3130789,127.8709301367,128.4823348573,126.6306519892,128.3600539132,1565394,0.0,1.0
VOO,2013-06-24,71.91,72.56,71.33,72.1,3727389,126.2620622863,127.4033547419,125.2436782489,126.5956708502,1863694,0.369,1.0
VOO,2013-06-25,72.63,72.88,72.11,72.59,3041455,127.5262631602,127.965221797,126.6132291957,127.4560297783,1520727,0.0,1.0
VOO,2013-06-26,73.31,73.5,72.94,73.22,3421515,128.7202306523,129.0538392162,128.0705718698,128.562205543,1710757,0.0,1.0
VOO,2013-06-27,73.8,74.116,73.726,73.79,1511114,129.5805895804,130.1354332973,129.4506578239,129.5630312349,755557,0.0,1.0
VOO,2013-06-28,73.34,73.925,73.23,73.58,2052885,128.7729056887,129.8000688988,128.5797638885,129.19430598,1026442,0.0,1.0
VOO,2013-07-01,73.89,74.4,73.77,73.8699,2788705,129.7386146896,130.6340903087,129.527914544,129.7033224152,1394352,0.0,1.0
VOO,2013-07-02,73.78,74.33,73.5,73.78,2417492,129.5454728894,130.5111818904,129.0538392162,129.5454728894,1208746,0.0,1.0
VOO,2013-07-03,73.85,74.08,73.38,73.53,1026799,129.6683813077,130.0722232536,128.8431390706,129.1065142527,513399,0.0,1.0
VOO,2013-07-05,74.67,74.7,73.89,74.44,1252809,131.1081656364,131.1608406728,129.7386146896,130.7043236906,626404,0.0,1.0
VOO,2013-07-08,75.06,75.29,74.92,75.06,1673003,131.7929411098,132.1967830557,131.5471242732,131.7929411098,836501,0.0,1.0
VOO,2013-07-09,75.63,75.73,75.24,75.55,1583910,132.7937668017,132.9693502564,132.1089913283,132.6533000379,791955,0.0,1.0
VOO,2013-07-10,75.65,75.91,75.41,75.59,1542941,132.8288834926,133.2854004749,132.4074832013,132.7235334198,771470,0.0,1.0
VOO,2013-07-11,76.72,76.77,76.29,76.54,2596605,134.7076264581,134.7954181855,133.9526176028,134.3915762396,1298302,0.0,1.0
VOO,2013-07-12,76.74,76.89,76.56,76.7,1942824,134.742743149,135.0061183311,134.4266929306,134.6725097672,971412,0.0,1.0
VOO,2013-07-15,77.02,77.11,76.81,76.92,1287755,135.2343768222,135.3924019315,134.8656515673,135.0587933675,643877,0.0,1.0
VOO,2013-07-16,76.73,77.1,76.52,77.06,1397727,134.7251848036,135.374843586,134.3564595487,135.3046102041,698863,0.0,1.0
VOO,2013-07-17,76.92,77.14,76.83,77.02,1404761,135.0587933675,135.4450769679,134.9007682583,135.2343768222,702380,0.0,1.0
VOO,2013-07-18,77.36,77.53,77.07,77.09,865395,135.8313605683,136.1298524413,135.3221685496,135.3572852405,432697,0.0,1.0
VOO,2013-07-19,77.5,77.5,77.09,77.2,735107,136.0771774049,136.0771774049,135.3572852405,135.5504270407,367553,0.0,1.0
VOO,2013-07-22,77.64,77.75,77.4182,77.6,840114,136.3229942415,136.5161360417,135.9335501389,136.2527608596,420057,0.0,1.0
VOO,2013-07-23,77.48,77.8068,77.43,77.79,2069665,136.0420607139,136.6158674439,135.9542689866,136.5863694236,1034832,0.0,1.0
VOO,2013-07-24,77.19,77.8,77.04,77.79,1579942,135.5328686953,136.603927769,135.2694935132,136.5863694236,789971,0.0,1.0
VOO,2013-07-25,77.33,77.43,76.9299,77.03,628358,135.7786855319,135.9542689866,135.0761761295,135.2519351677,314179,0.0,1.0
VOO,2013-07-26,77.43,77.48,76.73,77.04,1753692,135.9542689866,136.0420607139,134.7251848036,135.2694935132,876846,0.0,1.0
VOO,2013-07-29,77.205,77.43,76.99,77.26,1854225,135.5592062135,135.9542689866,135.1817017858,135.6557771136,927112,0.0,1.0
VOO,2013-07-30,77.21,77.54,77.049,77.48,893947,135.5679853862,136.1474107868,135.2852960241,136.0420607139,446973,0.0,1.0
VOO,2013-07-31,77.23,77.79,77.1726,77.38,1251843,135.6031020771,136.5863694236,135.5023171741,135.8664772592,625921,0.0,1.0
VOO,2013-08-01,78.17,78.23,77.8201,77.84,983637,137.2535865515,137.3589366243,136.6392200434,136.6741611509,491818,0.0,1.0
VOO,2013-08-02,78.29,78.3,77.8935,78.01,1117281,137.4642866971,137.4818450426,136.7680982992,136.9726530239,558640,0.0,1.0
VOO,2013-08-05,78.24,78.309,78.04,78.17,635756,137.3764949698,137.4976475535,137.0253280603,137.2535865515,317878,0.0,1.0
VOO,2013-08-06,77.77,78.1,77.58,78.06,827333,136.5512527326,137.1306781332,136.2176441687,137.0604447513,413666,0.0,1.0
VOO,2013-08-07,77.5,77.6,77.216,77.5,862290,136.0771774049,136.2527608596,135.5785203935,136.0771774049,431145,0.0,1.0
VOO,2013-08-08,77.77,77.93,77.365,77.86,998089,136.5512527326,136.8321862602,135.840139741,136.7092778419,499044,0.0,1.0
VOO,2013-08-09,77.55,77.91,77.3,77.68,1236762,136.1649691322,136.7970695692,135.7260104954,136.3932276234,618381,0.0,1.0
VOO,2013-08-12,77.45,77.55,77.14,77.17,661090,135.9893856775,136.1649691322,135.4450769679,135.4977520043,330545,0.0,1.0
VOO,2013-08-13,77.75,77.815,77.14,77.58,4105689,136.5161360417,136.6302652872,135.4450769679,136.2176441687,2052844,0.0,1.0
VOO,2013-08-14,77.31,77.77,77.27,77.66,992624,135.7435688409,136.5512527326,135.673335459,136.3581109324,496312,0.0,1.0
VOO,2013-08-15,76.18,76.66,76.075,76.66,1501523,133.7594758026,134.6022763853,133.5751131752,134.6022763853,750761,0.0,1.0
VOO,2013-08-16,75.96,76.314,75.79,76.06,1229980,133.3731922023,133.9947576319,133.0747003292,133.548775657,614990,0.0,1.0
VOO,2013-08-19,75.48,76.11,75.47,75.85,1650102,132.5303916196,133.6365673843,132.5128332741,133.1800504021,825051,0.0,1.0
VOO,2013-08-20,75.78,76.11,75.5088,75.6,1866731,133.0571419838,133.6365673843,132.5809596546,132.7410917653,933365,0.0,1.0
VOO,2013-08-21,75.39,76.03,75.2,75.63,996884,132.3723665104,133.4961006206,132.0387579464,132.7937668017,498442,0.0,1.0
VOO,2013-08-22,76.05,76.16,75.52,75.52,1271639,133.5312173115,133.7243591117,132.6006250015,132.6006250015,635819,0.0,1.0
VOO,2013-08-23,76.3,76.4,75.93,76.29,849744,133.9701759483,134.145759403,133.3205171658,133.9526176028,424872,0.0,1.0
VOO,2013-08-26,76.06,76.63,75.98,76.4,1408098,133.548775657,134.5496013489,133.4083088932,134.145759403,704049,0.0,1.0
VOO,2013-08-27,74.81,75.56,74.75,75.29,1607417,131.353982473,132.6708583834,131.2486324002,132.1967830557,803708,0.0,1.0
VOO,2013-08-28,75.06,75.32,74.67,74.77,1331845,131.7929411098,132.2494580921,131.1081656364,131.2837490911,665922,0.0,1.0
VOO,2013-08-29,75.18,75.57,74.85,74.89,1846181,132.0036412555,132.6884167289,131.4242158549,131.4944492368,923090,0.0,1.0
VOO,2013-08-30,74.85,75.32,74.726,75.32,1740557,131.4242158549,132.2494580921,131.2064923711,132.2494580921,870278,0.0,1.0
VOO,2013-09-03,75.29,75.82,74.97,75.66,2594029,132.1967830557,133.1273753657,131.6349160006,132.8464418381,1297014,0.0,1.0
VOO,2013-09-04,75.92,76.03,75.18,75.31,1400543,133.3029588204,133.4961006206,132.0036412555,132.2318997466,700271,0.0,1.0
VOO,2013-09-05,75.9,76.2,75.9,75.95,1385579,133.2678421294,133.7945924936,133.2678421294,133.3556338568,692789,0.0,1.0
VOO,2013-09-06,76.03,76.47,75.33,76.27,2218514,133.4961006206,134.2686678213,132.2670164375,133.9175009119,1109257,0.0,1.0
VOO,2013-09-09,76.78,76.814,76.25,76.25,2370810,134.8129765309,134.8726749055,133.8823842209,133.8823842209,1185405,0.0,1.0
VOO,2013-09-10,77.36,77.36,77.08,77.24,2077251,135.8313605683,135.8313605683,135.3397268951,135.6206604226,1038625,0.0,1.0
VOO,2013-09-11,77.6,77.6,77.11,77.25,1615326,136.2527608596,136.2527608596,135.3924019315,135.6382187681,807663,0.0,1.0
VOO,2013-09-12,77.41,77.669,77.28,77.58,1710959,135.9191522956,136.3739134434,135.6908938045,136.2176441687,855479,0.0,1.0
VOO,2013-09-13,77.57,77.63,77.3,77.46,1079984,136.2000858232,136.305435896,135.7260104954,136.006944023,539992,0.0,1.0
VOO,2013-09-16,78.04,78.44,77.89,78.41,1388076,137.0253280603,137.7276618792,136.7619528783,137.6749868428,694038,0.0,1.0
VOO,2013-09-17,78.36,78.36,78.08,78.08,4702868,137.5871951154,137.5871951154,137.0955614422,137.0955614422,2351434,0.0,1.0
VOO,2013-09-18,79.3,79.48,78.14,78.34,1981774,139.2376795898,139.5537298083,137.2009115151,137.5520784245,990887,0.0,1.0
VOO,2013-09-19,79.17,79.52,79.06,79.48,5928275,139.0094210986,139.6239631901,138.8162792985,139.5537298083,2964137,0.0,1.0
VOO,2013-09-20,78.55,79.33,78.53,79.33,1222850,137.9208036794,139.2903546262,137.8856869885,139.2903546262,611425,0.0,1.0
VOO,2013-09-23,77.87,78.15,77.58,78.08,2801435,137.4168791644,137.9109940503,136.9051173182,137.7874653288,1400717,0.393,1.0
VOO,2013-09-24,77.7,78.11,77.51,77.82,3264845,137.1168808408,137.8404062094,136.7815885968,137.3286443633,1632422,0.0,1.0
VOO,2013-09-25,77.45,77.83,77.3601,77.7,1577961,136.6757068355,137.3462913235,136.5170606632,137.1168808408,788980,0.0,1.0
VOO,2013-09-26,77.76,77.93,77.43,77.56,1244512,137.222762602,137.5227609256,136.6404129151,136.8698233978,622256,0.0,1.0
VOO,2013-09-27,77.43,77.47,77.17,77.35,2811899,136.6404129151,136.7110007559,136.1815919496,136.4992372334,1405949,0.0,1.0
VOO,2013-09-30,77.0,77.19,76.55,76.7,3043571,135.881593626,136.21688587,135.0874804165,135.3521848197,1521785,0.0,1.0
VOO,2013-10-01,77.59,77.63,76.96,77.02,2220896,136.9227642785,136.9933521193,135.8110057851,135.9168875464,1110448,0.0,1.0
VOO,2013-10-02,77.49,77.5,76.87,77.09,2507241,136.7462946763,136.7639416366,135.6521831432,136.0404162679,1253620,0.0,1.0
VOO,2013-10-03,76.8,77.36,76.42,77.3,2895420,135.5286544218,136.5168841936,134.8580699337,136.4110024323,1447710,0.0,1.0
VOO,2013-10-04,77.36,77.43,76.74,76.84,1076927,136.5168841936,136.6404129151,135.4227726605,135.5992422626,538463,0.0,1.0
VOO,2013-10-07,76.7,77.15,76.61,76.68,1381719,135.3521848197,136.1462980292,135.1933621778,135.3168908992,690859,0.0,1.0
VOO,2013-10-08,75.81,76.76,75.74,76.67,4143180,133.7816053609,135.4580665809,133.6580766394,135.299243939,2071590,0.0,1.0
VOO,2013-10-09,75.81,76.12,75.36,75.95,2680183,133.7816053609,134.3286611274,132.9874921514,134.0286628038,1340091,0.0,1.0
VOO,2013-10-10,77.52,77.52,76.6,76.6,2882355,136.799235557,136.799235557,135.1757152175,135.1757152175,1441177,0.0,1.0
VOO,2013-10-11,77.98,78.011,77.31,77.37,2471770,137.6109957267,137.6657013033,136.4286493925,136.5345311538,1235885,0.0,1.0
VOO,2013-10-14,78.32,78.35,77.44,77.51,2816867,138.2109923739,138.2639332545,136.6580598753,136.7815885968,1408433,0.0,1.0
VOO,2013-10-15,77.74,78.38,77.63,78.09,3311460,137.1874686816,138.3168741351,136.9933521193,137.805112289,1655730,0.0,1.0
VOO,2013-10-16,78.8,78.85,78.15,78.18,6205681,139.058046464,139.1462812651,137.9109940503,137.9639349309,3102840,0.0,1.0
VOO,2013-10-17,79.34,79.38,78.49,78.5,5097835,140.0109823154,140.0815701562,138.5109906975,138.5286376577,2548917,0.0,1.0
VOO,2013-10-18,79.87,79.93,79.48,79.62,3343915,140.9462712066,141.0521529679,140.2580397584,140.5050972013,1671957,0.0,1.0
VOO,2013-10-21,79.91,80.03,79.71,79.92,2018208,141.0168590474,141.22862257,140.6639198432,141.0345060077,1009104,0.0,1.0
VOO,2013-10-22,80.34,80.57,80.01,80.13,2729854,141.7756783365,142.1815584214,141.1933286496,141.4050921721,1364927,0.0,1.0
VOO,2013-10-23,79.97,80.1,79.6861,80.08,3792865,141.1227408087,141.3521512915,140.6217436083,141.316857371,1896432,0.0,1.0
VOO,2013-10-24,160.46,160.64,159.86,160.22,1591200,141.5815617742,141.7403844161,141.0521529679,141.3697982517,1591200,0.0,0.5
VOO,2013-10-25,161.2,161.2,160.48,160.8,1019707,142.234499302,142.234499302,141.5992087344,141.8815600978,1019707,0.0,1.0
VOO,2013-10-28,161.4,161.6661,160.96,161.15,1154991,142.4109689041,142.6457617097,142.0227357795,142.1903819015,1154991,0.0,1.0
VOO,2013-10-29,162.39,162.39,161.59,161.79,844547,143.2844934346,143.2844934346,142.5786150261,142.7550846282,844547,0.0,1.0
VOO,2013-10-30,161.48,162.62,160.93,162.53,3362069,142.481556745,143.487433477,141.9962653392,143.4080221561,3362069,0.0,1.0
VOO,2013-10-31,160.88,162.04,160.801,161.4,1437453,141.9521479386,142.9756716309,141.8824424458,142.4109689041,1437453,0.0,1.0
VOO,2013-11-01,161.34,161.78,160.53,161.28,1341278,142.3580280235,142.7462611481,141.6433261349,142.3050871429,1341278,0.0,1.0
VOO,2013-11-04,162.07,162.07,161.38,161.91,2940868,143.0021420712,143.0021420712,142.3933219439,142.8609663895,2940868,0.0,1.0
VOO,2013-11-05,161.58,161.91,160.84,161.34,1146957,142.569791546,142.8609663895,141.9168540182,142.3580280235,1146957,0.0,1.0
VOO,2013-11-06,162.33,162.59,161.73,162.21,1516185,143.2315525539,143.4609630367,142.7021437476,143.1256707927,1516185,0.0,1.0
VOO,2013-11-07,160.25,162.74,160.1,162.65,1242101,141.396268692,143.5933152383,141.2639164904,143.5139039173,1242101,0.0,1.0
VOO,2013-11-08,162.45,162.45,160.18,160.22,1629487,143.3374343152,143.3374343152,141.3345043312,141.3697982517,1629487,0.0,1.0
VOO,2013-11-11,162.42,162.6199,162.09,162.28,1109884,143.3109638749,143.4873452422,143.0197890314,143.1874351534,1109884,0.0,1.0
VOO,2013-11-12,162.13,162.47,161.58,162.09,929579,143.0550829518,143.3550812754,142.569791546,143.0197890314,929579,0.0,1.0
VOO,2013-11-13,163.38,163.44,161.33,161.33,1336265,144.158017965,144.2109588457,142.3492045434,142.3492045434,1336265,0.0,1.0
VOO,2013-11-14,164.29,164.38,163.3154,163.61,1720567,144.9609546546,145.0403659756,144.1010182835,144.3609580075,1720567,0.0,1.0
VOO,2013-11-15,165.0,165.0,164.32,164.5,710283,145.5874217421,145.5874217421,144.987425095,145.1462477369,710283,0.0,1.0
VOO,2013-11-18,164.39,165.37,164.01,165.28,1319792,145.0491894557,145.913890506,144.7138972117,145.8344791851,1319792,0.0,1.0
VOO,2013-11-19,164.07,164.78,163.74,164.28,1156513,144.7668380923,145.3933051798,144.4756632488,144.9521311745,1156513,0.0,1.0
VOO,2013-11-20,163.55,164.82,163.08,164.34,1468008,144.3080171268,145.4285991002,143.8933135619,145.0050720552,1468008,0.0,1.0
VOO,2013-11-21,164.83,164.95,163.88,164.0,2121688,145.4374225803,145.5433043416,144.5991919703,144.7050737316,2121688,0.0,1.0
VOO,2013-11-22,165.67,165.67,164.716,164.91,1405243,146.1785949092,146.1785949092,145.3368349071,145.5080104212,1405243,0.0,1.0
VOO,2013-11-25,165.57,165.97,165.26,165.93,810043,146.0903601082,146.4432993124,145.8168322249,146.408005392,810043,0.0,1.0
VOO,2013-11-26,165.49,166.01,165.29,165.59,773267,146.0197722673,146.4785932328,145.8433026652,146.1080070684,773267,0.0,1.0
VOO,2013-11-27,165.94,166.04,165.51,165.7,826264,146.4168288721,146.5050636731,146.0374192275,146.2050653495,826264,0.0,1.0
VOO,2013-11-29,165.7,166.51,165.65,166.1,614378,146.2050653495,146.9197672381,146.160947949,146.5580045537,614378,0.0,1.0
VOO,2013-12-02,165.44,166.22,165.15,165.95,1409216,145.9756548668,146.663886315,145.7197739437,146.4256523522,1409216,0.0,1.0
VOO,2013-12-03,164.8,165.26,164.16,164.89,1076910,145.41095214,145.8168322249,144.8462494133,145.490363461,1076910,0.0,1.0
VOO,2013-12-04,164.61,165.34,163.39,164.1,1374057,145.243306018,145.8874200657,144.1668414451,144.7933085326,1374057,0.0,1.0
VOO,2013-12-05,163.98,164.65,163.8,164.4,1169331,144.6874267714,145.2785999384,144.5286041295,145.0580129358,1169331,0.0,1.0
VOO,2013-12-06,165.84,165.92,165.06,165.55,1208708,146.328594071,146.3991819118,145.6403626228,146.0727131479,1208708,0.0,1.0
VOO,2013-12-09,166.22,166.43,165.99,166.25,1590517,146.663886315,146.8491793972,146.4609462726,146.6903567553,1590517,0.0,1.0
VOO,2013-12-10,165.65,166.1671,165.51,165.82,1747671,146.160947949,146.6172101053,146.0374192275,146.3109471108,1747671,0.0,1.0
VOO,2013-12-11,163.77,165.7,163.54,165.67,1079498,144.5021336891,146.2050653495,144.2991936467,146.1785949092,1079498,0.0,1.0
VOO,2013-12-12,163.23,163.85,162.87,163.64,3453869,144.0256657634,144.57272153,143.7080204796,144.3874284478,3453869,0.0,1.0
VOO,2013-12-13,163.18,163.68,162.88,163.53,2151532,143.9815483629,144.4227223682,143.7168439598,144.2903701666,2151532,0.0,1.0
VOO,2013-12-16,164.22,164.72,163.9,163.96,1838097,144.8991902939,145.3403642992,144.6168389305,144.6697798112,1838097,0.0,1.0
VOO,2013-12-17,163.64,164.36,163.31,164.33,1480373,144.3874284478,145.0227190154,144.0962536043,144.9962485751,1480373,0.0,1.0
VOO,2013-12-18,166.49,166.51,162.01,163.92,3112519,146.9021202779,146.9197672381,142.9492011906,144.6344858907,3112519,0.0,1.0
VOO,2013-12-19,166.34,166.47,165.57,166.03,1242860,146.7697680763,146.8844733177,146.0903601082,146.496240193,1242860,0.0,1.0
VOO,2013-12-20,167.18,167.65,166.44,166.44,1303460,147.5109404052,147.9256439701,146.8580028773,146.8580028773,1303460,0.0,1.0
VOO,2013-12-23,168.95,168.95,167.75,168.07,1480622,149.0726963838,149.0726963838,148.0138787712,148.2962301345,1480622,0.0,1.0
VOO,2013-12-24,167.65,167.67,167.22,167.23,585701,148.7321100518,148.7498532203,148.3506319288,148.359503513,585701,0.914,1.0
VOO,2013-12-26,168.43,168.53,167.95,167.95,968089,149.4240936237,149.5128094663,148.9982575794,148.9982575794,968089,0.0,1.0
VOO,2013-12-27,168.44,168.76,168.27,168.72,929695,149.432965208,149.7168559042,149.2821482756,149.6813695672,929695,0.0,1.0
VOO,2013-12-30,168.37,168.56,168.2,168.46,1112773,149.3708641182,149.5394242191,149.2200471858,149.4507083765,1112773,0.0,1.0
VOO,2013-12-31,169.15,169.23,168.52,168.66,774415,150.0628476902,150.1338203642,149.503937882,149.6281400616,774415,0.0,1.0
VOO,2014-01-02,167.63,168.61,167.2,168.53,1731314,148.7143668833,149.5837821403,148.3328887602,149.5128094663,1731314,0.0,1.0
VOO,2014-01-03,167.48,168.21,167.3257,167.88,1711182,148.5812931194,149.2289187701,148.4444045743,148.9361564897,1711182,0.0,1.0
VOO,2014-01-06,167.06,168.16,166.82,168.11,1339017,148.2086865807,149.1845608488,147.9957685585,149.1402029275,1339017,0.0,1.0
VOO,2014-01-07,168.1,168.37,167.63,167.73,824654,149.1313313433,149.3708641182,148.7143668833,148.8030827258,824654,0.0,1.0
VOO,2014-01-08,168.17,168.4,167.5514,168.07,3147518,149.1934324331,149.397478871,148.644636231,149.1047165905,3147518,0.0,1.0
VOO,2014-01-09,168.27,168.68,167.49,168.67,1117185,149.2821482756,149.6458832301,148.5901647037,149.6370116459,1117185,0.0,1.0
VOO,2014-01-10,168.66,168.75,167.66,168.55,990212,149.6281400616,149.7079843199,148.740981636,149.5305526348,990212,0.0,1.0
VOO,2014-01-13,166.52,168.74,166.15,168.29,1338461,147.7296210308,149.6991127357,147.4013724134,149.2998914441,1338461,0.0,1.0
VOO,2014-01-14,168.25,168.3568,166.71,167.03,865990,149.2644051071,149.359153627,147.8981811317,148.1820718279,865990,0.0,1.0
VOO,2014-01-15,169.2,169.43,168.59,168.63,943103,150.1072056114,150.3112520493,149.5660389718,149.6015253089,943103,0.0,1.0
VOO,2014-01-16,168.94,169.0,168.42,168.82,778542,149.8765444208,149.9297739263,149.4152220395,149.7700854097,778542,0.0,1.0
VOO,2014-01-17,168.21,168.99,167.97,168.7,904304,149.2289187701,149.9209023421,149.016000748,149.6636263986,904304,0.0,1.0
VOO,2014-01-21,168.74,169.28,167.71,169.22,1366399,149.6991127357,150.1781782855,148.7853395573,150.12494878,1366399,0.0,1.0
VOO,2014-01-22,168.84,169.08,168.49,169.06,751753,149.7878285782,150.0007466004,149.4773231293,149.9830034319,751753,0.0,1.0
VOO,2014-01-23,167.48,168.01,166.59,168.01,1293958,148.5812931194,149.051487085,147.7917221206,149.051487085,1293958,0.0,1.0
VOO,2014-01-24,163.88,166.42,163.87,166.37,1829261,145.3875227873,147.6409051883,145.378651203,147.596547267,1829261,0.0,1.0
VOO,2014-01-27,163.08,164.45,162.2867,164.07,2882136,144.6777960468,145.8932030898,143.9740132677,145.5560828881,2882136,0.0,1.0
VOO,2014-01-28,164.09,164.25,163.18,163.24,1067472,145.5738260566,145.7157714047,144.7665118893,144.8197413949,1067472,0.0,1.0
VOO,2014-01-29,162.38,163.57,162.07,162.75,1346439,144.0567851489,145.1125036753,143.7817660369,144.3850337663,1346439,0.0,1.0
VOO,2014-01-30,164.2,164.72,163.33,163.89,2086744,145.6714134834,146.1327358648,144.8995856532,145.3963943715,2086744,0.0,1.0
VOO,2014-01-31,163.18,164.246,162.0998,162.15,1322102,144.7665118893,145.712222771,143.808203358,143.852738711,1322102,0.0,1.0
VOO,2014-02-03,159.61,163.4134,159.26,163.02,2969421,141.5993563099,144.9735746659,141.288850861,144.6245665412,2969421,0.0,1.0
VOO,2014-02-04,160.69,161.08,159.73,160.29,1116704,142.5574874096,142.9034791956,141.705815321,142.2026240394,1116704,0.0,1.0
VOO,2014-02-05,160.42,160.82,159.18,160.1,1701600,142.3179546347,142.6728180049,141.2178781869,142.0340639385,1701600,0.0,1.0
VOO,2014-02-06,162.57,162.59,160.88,160.91,1109556,144.2253452497,144.2430884182,142.7260475105,142.7526622632,1109556,0.0,1.0
VOO,2014-02-07,164.67,164.7787,162.85,163.37,1258203,146.0883779435,146.1848120643,144.4737496089,144.9350719902,1258203,0.0,1.0
VOO,2014-02-10,164.93,164.96,164.2,164.64,937571,146.3190391341,146.3456538869,145.6714134834,146.0617631907,937571,0.0,1.0
VOO,2014-02-11,166.75,167.1286,164.97,165.12,1497623,147.9336674687,148.2695456487,146.3545254712,146.487599235,1497623,0.0,1.0
VOO,2014-02-12,166.9,167.5,166.48,166.99,1855029,148.0667412326,148.5990362879,147.6941346938,148.1465854909,1855029,0.0,1.0
VOO,2014-02-13,167.72,167.84,165.7,165.7,1336610,148.7942111416,148.9006701526,147.0021511218,147.0021511218,1336610,0.0,1.0
VOO,2014-02-14,168.61,168.91,167.37,167.56,917553,149.5837821403,149.849929668,148.4837056926,148.6522657935,917553,0.0,1.0
VOO,2014-02-18,168.86,169.04,168.27,168.74,1174323,149.8055717467,149.9652602633,149.2821482756,149.6991127357,1174323,0.0,1.0
VOO,2014-02-19,167.7,169.48,167.574,168.42,1928054,148.776467973,150.3556099706,148.6646860114,149.4152220395,1928054,0.0,1.0
VOO,2014-02-20,168.65,169.07,167.33,167.93,1080037,149.6192684774,149.9918750161,148.4482193556,148.9805144109,1080037,0.0,1.0
VOO,2014-02-21,168.57,169.41,168.42,169.02,706183,149.5482958033,150.2935088808,149.4152220395,149.9475170948,706183,0.0,1.0
VOO,2014-02-24,169.37,170.566,168.78,168.87,978865,150.2580225438,151.3190640208,149.7345990727,149.814443331,978865,0.0,1.0
VOO,2014-02-25,169.31,170.03,168.84,169.58,1001041,150.2047930383,150.8435471047,149.7878285782,150.4443258132,1001041,0.0,1.0
VOO,2014-02-26,169.31,170.04,168.91,169.59,709048,150.2047930383,150.8524186889,149.849929668,150.4531973974,709048,0.0,1.0
